Idx,score
10005,0.416332323447
10013,0.591815594229
10020,0.876099157072
10033,0.801073065744
10035,0.558485591193
10038,0.658362060203
1004,0.909170221097
10042,0.626018272624
10043,0.447348621156
10046,0.324875892492
1005,0.448209283623
10051,0.551858321134
10053,0.591244207185
10056,0.781256639888
10058,0.476086346277
10060,0.858958026893
10066,0.782553985871
10071,0.751151564214
10076,0.759350416501
1008,0.511127382524
10083,0.659554057814
10092,0.651258483061
10093,0.138697116678
10094,0.269326569578
10098,0.501360786644
10099,0.189954224651
10103,0.407629954166
1011,0.725843944255
10121,0.121110492447
10126,0.905672746583
10127,0.640711884377
10131,0.617719328199
10136,0.208700612268
10142,0.193814753695
10143,0.478450023577
10144,0.531061727792
10150,0.133743586783
10154,0.593691908843
1016,0.39339647765
10161,0.353506208505
10162,0.481253952865
10168,0.24906773054
10170,0.244533151027
10177,0.256160766836
10179,0.201786291549
1018,0.749315462661
10180,0.425820719135
10184,0.368992484918
10186,0.422222361491
1019,0.549805510155
10191,0.408771233608
10194,0.437941717687
10197,0.347695318971
10199,0.575207366205
10200,0.191331344821
10207,0.484461617609
10219,0.141352292077
10222,0.222625611556
10224,0.482946399104
10231,0.410861106056
10237,0.386299113418
10239,0.562590700559
10242,0.477526281176
10245,0.632908101012
1025,0.809298276112
10250,0.880930684462
10260,0.335219996137
10262,0.299708664767
10265,0.219289415394
10267,0.742448436311
10281,0.290079224307
10282,0.557802810956
10285,0.162757044235
10286,0.727639650075
10289,0.490797005918
10298,0.45723298209
10301,0.276227790005
10309,0.404098872243
1031,0.606073681285
10317,0.593894543324
10322,0.592960778159
10326,0.242892916038
10333,0.512086009861
10337,0.460152594911
10339,0.574199287962
1034,0.534494611519
10343,0.131521941096
10345,0.309527429812
1035,0.845837202751
10351,0.918115695873
10355,0.33890835101
10357,0.0855961882072
1036,0.580691792425
10364,0.75447510324
10367,0.701279441978
10381,0.297285599019
10383,0.218198036274
10385,0.429571896761
10387,0.380247243612
10396,0.042750836298
10398,0.449976836446
104,0.507642430545
10404,0.933851673859
10408,0.557776271093
10420,0.174613306781
1045,0.260517909374
10451,0.345755998356
10454,0.732216153308
10460,0.104675179356
10467,0.503379453054
10469,0.367428421352
10470,0.876795497945
10475,0.561729534705
10485,0.424513142267
10487,0.609244958145
1049,0.715699294169
10495,0.299679629899
10496,0.463263120646
10500,0.580081293238
10503,0.664678569747
10505,0.352522805725
10507,0.387489576763
10512,0.211663821015
10517,0.427262736763
10522,0.293897441531
10524,0.399744071234
10528,0.756904898511
10529,0.647939130654
10531,0.40602322989
10540,0.0542307470333
10541,0.155282790759
10545,0.589769020832
10548,0.103975641713
1055,0.524294692818
10556,0.521611931233
10567,0.0258701670535
10580,0.344476240893
10590,0.380107060227
10592,0.509715136683
10597,0.706478118504
1060,0.807582283404
